id,forecast_date,sales_rep,segment,value_gbp,probability,deal_id,stage,close_date,currency,creation_date
UK-REC-00193,2024-07-21,UK_REP_02,Therapeutics,82122.38,0.65,UK-OPP-00193,Upside,2024-10-16,GBP,2024-07-21
UK-REC-00194,2024-07-21,UK_REP_01,Diagnostics,94566.83,0.6,UK-OPP-00194,Upside,2024-10-09,GBP,2024-07-21
UK-REC-00195,2024-07-23,UK_REP_01,Devices,102856.45,1.0,UK-OPP-00195,Closed Won,2024-09-23,GBP,2024-07-23
UK-REC-00196,2024-07-23,UK_REP_02,Devices,104862.51,0.0,UK-OPP-00196,Closed Lost,2024-11-07,GBP,2024-07-23
UK-REC-00197,2024-07-25,UK_REP_04,Vaccines,58861.93,0.9,UK-OPP-00197,Commit,2024-10-12,GBP,2024-07-25
UK-REC-00198,2024-07-30,UK_REP_04,Devices,68566.35,1.0,UK-OPP-00198,Closed Won,2024-11-08,GBP,2024-07-30
UK-REC-00199,2024-07-31,UK_REP_04,Therapeutics,56287.55,1.0,UK-OPP-00199,Closed Won,2024-09-04,GBP,2024-07-31
UK-REC-00200,2024-07-31,UK_REP_02,Diagnostics,24457.56,0.74,UK-OPP-00200,Upside,2024-11-22,GBP,2024-07-31
UK-REC-00201,2024-08-01,UK_REP_03,Vaccines,102886.19,0.93,UK-OPP-00201,Commit,2024-10-06,GBP,2024-08-01
UK-REC-00202,2024-08-06,UK_REP_02,Diagnostics,26885.97,0.7,UK-OPP-00202,Upside,2024-12-02,GBP,2024-08-06
UK-REC-00203,2024-08-14,UK_REP_04,Vaccines,102812.15,0.69,UK-OPP-00203,Upside,2024-11-13,GBP,2024-08-14
UK-REC-00204,2024-08-18,UK_REP_04,Therapeutics,51003.45,1.0,UK-OPP-00204,Closed Won,2024-12-08,GBP,2024-08-18
UK-REC-00205,2024-08-18,UK_REP_03,Diagnostics,106998.82,0.89,UK-OPP-00205,Commit,2024-10-03,GBP,2024-08-18
UK-REC-00206,2024-08-19,UK_REP_04,Diagnostics,49644.84,0.16,UK-OPP-00206,Pipeline,2024-09-25,GBP,2024-08-19
UK-REC-00207,2024-08-20,UK_REP_04,Diagnostics,79655.4,1.0,UK-OPP-00207,Closed Won,2024-12-14,GBP,2024-08-20
UK-REC-00208,2024-08-21,UK_REP_03,Devices,97200.03,0.84,UK-OPP-00208,Commit,2024-11-19,GBP,2024-08-21
UK-REC-00209,2024-08-22,UK_REP_02,Vaccines,99261.14,1.0,UK-OPP-00209,Closed Won,2024-10-21,GBP,2024-08-22
UK-REC-00210,2024-08-29,UK_REP_03,Diagnostics,92901.58,0.54,UK-OPP-00210,Upside,2024-10-09,GBP,2024-08-29
UK-REC-00211,2024-09-02,UK_REP_03,Vaccines,93697.67,1.0,UK-OPP-00211,Closed Won,2024-10-03,GBP,2024-09-02
UK-REC-00212,2024-09-02,UK_REP_01,Therapeutics,33121.42,0.32,UK-OPP-00212,Pipeline,2024-10-15,GBP,2024-09-02
UK-REC-00213,2024-09-03,UK_REP_02,Devices,66187.56,0.91,UK-OPP-00213,Commit,2024-10-29,GBP,2024-09-03
UK-REC-00214,2024-09-04,UK_REP_02,Therapeutics,59810.08,0.7,UK-OPP-00214,Upside,2024-11-23,GBP,2024-09-04
UK-REC-00215,2024-09-05,UK_REP_03,Vaccines,82468.61,0.0,UK-OPP-00215,Closed Lost,2024-10-09,GBP,2024-09-05
UK-REC-00216,2024-09-10,UK_REP_04,Vaccines,97834.31,0.15,UK-OPP-00216,Pipeline,2024-12-29,GBP,2024-09-10
UK-REC-00217,2024-09-11,UK_REP_01,Therapeutics,82121.77,0.42,UK-OPP-00217,Pipeline,2024-12-22,GBP,2024-09-11
UK-REC-00218,2024-09-17,UK_REP_02,Devices,34071.5,0.3,UK-OPP-00218,Pipeline,2024-12-01,GBP,2024-09-17
UK-REC-00219,2024-09-17,UK_REP_04,Therapeutics,67914.4,1.0,UK-OPP-00219,Closed Won,2024-11-30,GBP,2024-09-17
UK-REC-00220,2024-09-22,UK_REP_03,Vaccines,80019.79,1.0,UK-OPP-00220,Closed Won,2024-12-22,GBP,2024-09-22
UK-REC-00221,2024-09-26,UK_REP_03,Devices,101115.91,0.0,UK-OPP-00221,Closed Lost,2024-10-28,GBP,2024-09-26
UK-REC-00222,2024-09-26,UK_REP_02,Diagnostics,100860.35,1.0,UK-OPP-00222,Closed Won,2024-11-03,GBP,2024-09-26
UK-REC-00223,2024-09-30,UK_REP_01,Therapeutics,19752.93,0.89,UK-OPP-00223,Commit,2024-12-03,GBP,2024-09-30
UK-REC-00224,2024-10-01,UK_REP_02,Therapeutics,49602.26,0.64,UK-OPP-00224,Upside,2024-12-31,GBP,2024-10-01
UK-REC-00225,2024-10-03,UK_REP_03,Therapeutics,126411.49,0.86,UK-OPP-00225,Commit,2024-11-07,GBP,2024-10-03
UK-REC-00226,2024-10-05,UK_REP_02,Devices,35814.1,0.18,UK-OPP-00226,Pipeline,2024-11-09,GBP,2024-10-05
UK-REC-00227,2024-10-08,UK_REP_03,Devices,63607.98,0.39,UK-OPP-00227,Pipeline,2024-12-29,GBP,2024-10-08
UK-REC-00228,2024-10-09,UK_REP_01,Diagnostics,120557.11,0.32,UK-OPP-00228,Pipeline,2024-11-16,GBP,2024-10-09
UK-REC-00229,2024-10-09,UK_REP_02,Devices,105461.23,0.17,UK-OPP-00229,Pipeline,2024-12-12,GBP,2024-10-09
UK-REC-00230,2024-10-09,UK_REP_03,Vaccines,132077.59,0.16,UK-OPP-00230,Pipeline,2025-01-27,GBP,2024-10-09
UK-REC-00231,2024-10-10,UK_REP_01,Diagnostics,75918.98,0.26,UK-OPP-00231,Pipeline,2024-11-24,GBP,2024-10-10
UK-REC-00232,2024-10-12,UK_REP_03,Diagnostics,134306.44,0.82,UK-OPP-00232,Commit,2024-12-10,GBP,2024-10-12
UK-REC-00233,2024-10-13,UK_REP_04,Devices,129036.88,1.0,UK-OPP-00233,Closed Won,2025-01-13,GBP,2024-10-13
UK-REC-00234,2024-10-15,UK_REP_03,Devices,142150.69,0.92,UK-OPP-00234,Commit,2024-11-17,GBP,2024-10-15
UK-REC-00235,2024-10-17,UK_REP_04,Devices,15059.88,0.0,UK-OPP-00235,Closed Lost,2024-12-29,GBP,2024-10-17
UK-REC-00236,2024-10-18,UK_REP_02,Diagnostics,25573.98,0.22,UK-OPP-00236,Pipeline,2025-02-15,GBP,2024-10-18
UK-REC-00237,2024-10-20,UK_REP_04,Vaccines,137309.28,0.93,UK-OPP-00237,Commit,2024-12-31,GBP,2024-10-20
UK-REC-00238,2024-10-26,UK_REP_01,Devices,68945.78,0.6,UK-OPP-00238,Upside,2024-11-29,GBP,2024-10-26
UK-REC-00239,2024-10-26,UK_REP_02,Devices,69246.73,0.32,UK-OPP-00239,Pipeline,2025-01-21,GBP,2024-10-26
UK-REC-00240,2024-10-26,UK_REP_04,Devices,25953.27,0.91,UK-OPP-00240,Commit,2025-01-07,GBP,2024-10-26
UK-REC-00241,2024-10-28,UK_REP_04,Devices,19583.33,0.0,UK-OPP-00241,Closed Lost,2025-01-08,GBP,2024-10-28
UK-REC-00242,2024-11-01,UK_REP_03,Therapeutics,87399.97,1.0,UK-OPP-00242,Closed Won,2025-01-02,GBP,2024-11-01
UK-REC-00243,2024-11-01,UK_REP_02,Diagnostics,103563.51,0.0,UK-OPP-00243,Closed Lost,2025-02-25,GBP,2024-11-01
UK-REC-00244,2024-11-01,UK_REP_01,Therapeutics,20495.67,0.31,UK-OPP-00244,Pipeline,2024-12-22,GBP,2024-11-01
UK-REC-00245,2024-11-03,UK_REP_01,Diagnostics,116916.03,0.86,UK-OPP-00245,Commit,2025-01-19,GBP,2024-11-03
UK-REC-00246,2024-11-03,UK_REP_02,Diagnostics,23381.87,1.0,UK-OPP-00246,Closed Won,2025-02-10,GBP,2024-11-03
UK-REC-00247,2024-11-03,UK_REP_02,Vaccines,37103.82,0.0,UK-OPP-00247,Closed Lost,2025-02-11,GBP,2024-11-03
UK-REC-00248,2024-11-04,UK_REP_01,Vaccines,126390.83,0.66,UK-OPP-00248,Upside,2025-01-11,GBP,2024-11-04
UK-REC-00249,2024-11-09,UK_REP_01,Diagnostics,95848.84,0.0,UK-OPP-00249,Closed Lost,2024-12-17,GBP,2024-11-09
UK-REC-00250,2024-11-09,UK_REP_03,Vaccines,82467.43,0.85,UK-OPP-00250,Commit,2025-02-08,GBP,2024-11-09
UK-REC-00251,2024-11-09,UK_REP_04,Diagnostics,88770.31,0.12,UK-OPP-00251,Pipeline,2025-01-16,GBP,2024-11-09
UK-REC-00252,2024-11-11,UK_REP_01,Vaccines,44105.14,0.81,UK-OPP-00252,Commit,2025-03-10,GBP,2024-11-11
UK-REC-00253,2024-11-16,UK_REP_01,Diagnostics,52848.62,1.0,UK-OPP-00253,Closed Won,2024-12-27,GBP,2024-11-16
UK-REC-00254,2024-11-16,UK_REP_01,Therapeutics,42737.23,1.0,UK-OPP-00254,Closed Won,2024-12-21,GBP,2024-11-16
UK-REC-00255,2024-11-16,UK_REP_01,Devices,101944.92,1.0,UK-OPP-00255,Closed Won,2024-12-26,GBP,2024-11-16
UK-REC-00256,2024-11-22,UK_REP_01,Devices,35268.31,0.59,UK-OPP-00256,Upside,2025-01-30,GBP,2024-11-22
UK-REC-00257,2024-11-24,UK_REP_01,Devices,48080.55,0.16,UK-OPP-00257,Pipeline,2025-02-05,GBP,2024-11-24
UK-REC-00258,2024-11-25,UK_REP_04,Vaccines,39179.2,0.54,UK-OPP-00258,Upside,2025-02-24,GBP,2024-11-25
UK-REC-00259,2024-11-27,UK_REP_03,Vaccines,52917.74,0.0,UK-OPP-00259,Closed Lost,2024-12-31,GBP,2024-11-27
UK-REC-00260,2024-11-28,UK_REP_03,Devices,120976.98,0.22,UK-OPP-00260,Pipeline,2025-02-19,GBP,2024-11-28
UK-REC-00261,2024-11-28,UK_REP_03,Devices,126479.66,0.2,UK-OPP-00261,Pipeline,2025-02-02,GBP,2024-11-28
UK-REC-00262,2024-11-28,UK_REP_02,Therapeutics,142598.85,0.36,UK-OPP-00262,Pipeline,2025-02-25,GBP,2024-11-28
UK-REC-00263,2024-11-29,UK_REP_01,Vaccines,37532.65,1.0,UK-OPP-00263,Closed Won,2025-02-28,GBP,2024-11-29
UK-REC-00264,2024-11-29,UK_REP_02,Devices,50886.4,0.53,UK-OPP-00264,Upside,2025-03-16,GBP,2024-11-29
UK-REC-00265,2024-11-29,UK_REP_02,Diagnostics,88069.36,0.19,UK-OPP-00265,Pipeline,2025-03-07,GBP,2024-11-29
UK-REC-00266,2024-11-30,UK_REP_02,Therapeutics,35175.16,0.85,UK-OPP-00266,Commit,2025-03-25,GBP,2024-11-30
UK-REC-00267,2024-12-01,UK_REP_02,Devices,105419.18,0.4,UK-OPP-00267,Pipeline,2025-01-16,GBP,2024-12-01
UK-REC-00268,2024-12-01,UK_REP_01,Devices,107479.72,0.6,UK-OPP-00268,Upside,2025-02-24,GBP,2024-12-01
UK-REC-00269,2024-12-01,UK_REP_01,Diagnostics,63492.8,0.64,UK-OPP-00269,Upside,2025-02-24,GBP,2024-12-01
UK-REC-00270,2024-12-05,UK_REP_01,Devices,79849.94,0.18,UK-OPP-00270,Pipeline,2025-01-09,GBP,2024-12-05
UK-REC-00271,2024-12-05,UK_REP_04,Vaccines,57187.79,1.0,UK-OPP-00271,Closed Won,2025-03-07,GBP,2024-12-05
UK-REC-00272,2024-12-05,UK_REP_01,Vaccines,92291.62,1.0,UK-OPP-00272,Closed Won,2025-01-11,GBP,2024-12-05
UK-REC-00273,2024-12-07,UK_REP_03,Diagnostics,14335.14,0.88,UK-OPP-00273,Commit,2025-02-23,GBP,2024-12-07
UK-REC-00274,2024-12-07,UK_REP_02,Therapeutics,19667.88,0.19,UK-OPP-00274,Pipeline,2025-02-26,GBP,2024-12-07
UK-REC-00275,2024-12-07,UK_REP_03,Diagnostics,74696.83,0.0,UK-OPP-00275,Closed Lost,2025-02-02,GBP,2024-12-07
UK-REC-00276,2024-12-09,UK_REP_01,Devices,36441.86,0.64,UK-OPP-00276,Upside,2025-02-20,GBP,2024-12-09
UK-REC-00277,2024-12-10,UK_REP_04,Vaccines,73772.35,0.44,UK-OPP-00277,Pipeline,2025-03-27,GBP,2024-12-10
UK-REC-00278,2024-12-12,UK_REP_01,Diagnostics,90704.93,0.2,UK-OPP-00278,Pipeline,2025-02-28,GBP,2024-12-12
UK-REC-00279,2024-12-13,UK_REP_04,Devices,31466.93,0.7,UK-OPP-00279,Upside,2025-03-20,GBP,2024-12-13
UK-REC-00280,2024-12-14,UK_REP_04,Devices,94308.4,1.0,UK-OPP-00280,Closed Won,2025-03-18,GBP,2024-12-14
UK-REC-00281,2024-12-15,UK_REP_02,Vaccines,97340.47,0.21,UK-OPP-00281,Pipeline,2025-02-18,GBP,2024-12-15
UK-REC-00282,2024-12-18,UK_REP_03,Vaccines,40325.92,0.34,UK-OPP-00282,Pipeline,2025-03-30,GBP,2024-12-18
UK-REC-00283,2024-12-20,UK_REP_04,Vaccines,77165.28,1.0,UK-OPP-00283,Closed Won,2025-03-01,GBP,2024-12-20
UK-REC-00284,2024-12-21,UK_REP_01,Devices,90517.75,0.88,UK-OPP-00284,Commit,2025-04-18,GBP,2024-12-21
UK-REC-00285,2024-12-24,UK_REP_01,Devices,30255.44,0.0,UK-OPP-00285,Closed Lost,2025-02-03,GBP,2024-12-24
UK-REC-00286,2024-12-24,UK_REP_01,Devices,26430.08,0.66,UK-OPP-00286,Upside,2025-02-09,GBP,2024-12-24
UK-REC-00287,2024-12-24,UK_REP_04,Therapeutics,118827.49,0.1,UK-OPP-00287,Pipeline,2025-04-08,GBP,2024-12-24
UK-REC-00288,2024-12-31,UK_REP_01,Diagnostics,41140.63,0.63,UK-OPP-00288,Upside,2025-03-14,GBP,2024-12-31
UK-REC-00289,2024-12-31,UK_REP_04,Diagnostics,96237.51,0.55,UK-OPP-00289,Upside,2025-04-06,GBP,2024-12-31
UK-REC-00290,2024-12-31,UK_REP_03,Vaccines,23619.19,0.65,UK-OPP-00290,Upside,2025-03-02,GBP,2024-12-31
UK-REC-00291,2025-01-06,UK_REP_03,Therapeutics,94283.17,0.53,UK-OPP-00291,Upside,2025-04-23,GBP,2025-01-06
UK-REC-00292,2025-01-09,UK_REP_03,Vaccines,66953.05,0.33,UK-OPP-00292,Pipeline,2025-02-24,GBP,2025-01-09
UK-REC-00293,2025-01-10,UK_REP_01,Vaccines,50976.86,1.0,UK-OPP-00293,Closed Won,2025-04-18,GBP,2025-01-10
UK-REC-00294,2025-01-11,UK_REP_02,Therapeutics,99778.95,0.87,UK-OPP-00294,Commit,2025-04-27,GBP,2025-01-11
UK-REC-00295,2025-01-12,UK_REP_04,Therapeutics,98049.47,0.45,UK-OPP-00295,Pipeline,2025-02-14,GBP,2025-01-12
UK-REC-00296,2025-01-13,UK_REP_01,Therapeutics,98044.1,0.42,UK-OPP-00296,Pipeline,2025-05-10,GBP,2025-01-13
UK-REC-00297,2025-01-14,UK_REP_01,Vaccines,19580.53,0.33,UK-OPP-00297,Pipeline,2025-04-14,GBP,2025-01-14
UK-REC-00298,2025-01-19,UK_REP_04,Vaccines,89366.85,0.6,UK-OPP-00298,Upside,2025-02-21,GBP,2025-01-19
UK-REC-00299,2025-01-20,UK_REP_04,Vaccines,14767.01,0.89,UK-OPP-00299,Commit,2025-02-23,GBP,2025-01-20
UK-REC-00300,2025-01-20,UK_REP_02,Vaccines,59811.03,1.0,UK-OPP-00300,Closed Won,2025-03-29,GBP,2025-01-20
UK-REC-00301,2025-01-21,UK_REP_04,Devices,22159.97,0.67,UK-OPP-00301,Upside,2025-03-17,GBP,2025-01-21
UK-REC-00302,2025-01-23,UK_REP_04,Devices,105578.97,1.0,UK-OPP-00302,Closed Won,2025-03-05,GBP,2025-01-23
UK-REC-00303,2025-01-23,UK_REP_04,Therapeutics,13419.4,0.58,UK-OPP-00303,Upside,2025-03-25,GBP,2025-01-23
UK-REC-00304,2025-01-27,UK_REP_01,Therapeutics,88011.55,1.0,UK-OPP-00304,Closed Won,2025-05-19,GBP,2025-01-27
UK-REC-00305,2025-01-28,UK_REP_04,Devices,27698.51,0.81,UK-OPP-00305,Commit,2025-03-30,GBP,2025-01-28
UK-REC-00306,2025-01-31,UK_REP_01,Diagnostics,14450.17,0.0,UK-OPP-00306,Closed Lost,2025-04-07,GBP,2025-01-31
UK-REC-00307,2025-02-02,UK_REP_03,Therapeutics,42618.43,0.6,UK-OPP-00307,Upside,2025-05-05,GBP,2025-02-02
UK-REC-00308,2025-02-02,UK_REP_03,Devices,29099.31,0.83,UK-OPP-00308,Commit,2025-05-26,GBP,2025-02-02
UK-REC-00309,2025-02-04,UK_REP_01,Devices,10402.65,0.19,UK-OPP-00309,Pipeline,2025-03-11,GBP,2025-02-04
UK-REC-00310,2025-02-05,UK_REP_03,Diagnostics,67431.97,0.68,UK-OPP-00310,Upside,2025-05-28,GBP,2025-02-05
UK-REC-00311,2025-02-09,UK_REP_02,Vaccines,99697.27,0.13,UK-OPP-00311,Pipeline,2025-04-26,GBP,2025-02-09
UK-REC-00312,2025-02-09,UK_REP_03,Vaccines,87357.62,0.27,UK-OPP-00312,Pipeline,2025-05-25,GBP,2025-02-09
UK-REC-00313,2025-02-13,UK_REP_03,Vaccines,69981.79,0.23,UK-OPP-00313,Pipeline,2025-04-28,GBP,2025-02-13
UK-REC-00314,2025-02-14,UK_REP_03,Vaccines,42638.96,1.0,UK-OPP-00314,Closed Won,2025-04-24,GBP,2025-02-14
UK-REC-00315,2025-02-18,UK_REP_04,Therapeutics,111261.85,0.29,UK-OPP-00315,Pipeline,2025-04-18,GBP,2025-02-18
UK-REC-00316,2025-02-20,UK_REP_03,Devices,39926.64,1.0,UK-OPP-00316,Closed Won,2025-06-07,GBP,2025-02-20
UK-REC-00317,2025-02-21,UK_REP_02,Vaccines,100696.71,0.54,UK-OPP-00317,Upside,2025-06-08,GBP,2025-02-21
UK-REC-00318,2025-02-23,UK_REP_04,Devices,90128.8,0.0,UK-OPP-00318,Closed Lost,2025-06-13,GBP,2025-02-23
UK-REC-00319,2025-02-23,UK_REP_03,Therapeutics,25697.65,0.87,UK-OPP-00319,Commit,2025-06-16,GBP,2025-02-23
UK-REC-00320,2025-02-28,UK_REP_04,Vaccines,23313.47,0.42,UK-OPP-00320,Pipeline,2025-06-17,GBP,2025-02-28
UK-REC-00321,2025-02-28,UK_REP_04,Diagnostics,68367.95,1.0,UK-OPP-00321,Closed Won,2025-06-17,GBP,2025-02-28
UK-REC-00322,2025-03-01,UK_REP_04,Diagnostics,19643.91,0.93,UK-OPP-00322,Commit,2025-04-29,GBP,2025-03-01
UK-REC-00323,2025-03-07,UK_REP_02,Vaccines,113506.23,0.67,UK-OPP-00323,Upside,2025-04-07,GBP,2025-03-07
UK-REC-00324,2025-03-08,UK_REP_04,Therapeutics,82253.4,0.89,UK-OPP-00324,Commit,2025-06-07,GBP,2025-03-08
UK-REC-00325,2025-03-08,UK_REP_03,Devices,12258.14,0.25,UK-OPP-00325,Pipeline,2025-05-08,GBP,2025-03-08
UK-REC-00326,2025-03-12,UK_REP_01,Devices,17122.9,0.34,UK-OPP-00326,Pipeline,2025-04-22,GBP,2025-03-12
UK-REC-00327,2025-03-14,UK_REP_01,Diagnostics,22833.79,1.0,UK-OPP-00327,Closed Won,2025-04-30,GBP,2025-03-14
UK-REC-00328,2025-03-15,UK_REP_02,Vaccines,14131.08,1.0,UK-OPP-00328,Closed Won,2025-05-09,GBP,2025-03-15
UK-REC-00329,2025-03-15,UK_REP_02,Devices,41340.88,0.3,UK-OPP-00329,Pipeline,2025-06-30,GBP,2025-03-15
UK-REC-00330,2025-03-19,UK_REP_03,Devices,27593.13,0.85,UK-OPP-00330,Commit,2025-05-20,GBP,2025-03-19
UK-REC-00331,2025-03-21,UK_REP_02,Vaccines,31516.52,0.87,UK-OPP-00331,Commit,2025-05-15,GBP,2025-03-21
UK-REC-00332,2025-03-25,UK_REP_02,Diagnostics,34758.36,0.0,UK-OPP-00332,Closed Lost,2025-04-28,GBP,2025-03-25
UK-REC-00333,2025-03-26,UK_REP_04,Devices,107900.41,0.12,UK-OPP-00333,Pipeline,2025-07-11,GBP,2025-03-26
UK-REC-00334,2025-03-28,UK_REP_01,Devices,13571.29,0.29,UK-OPP-00334,Pipeline,2025-06-24,GBP,2025-03-28
UK-REC-00335,2025-03-30,UK_REP_02,Devices,32350.48,0.86,UK-OPP-00335,Commit,2025-07-15,GBP,2025-03-30
UK-REC-00336,2025-03-30,UK_REP_02,Devices,70311.6,1.0,UK-OPP-00336,Closed Won,2025-07-02,GBP,2025-03-30
UK-REC-00337,2025-04-01,UK_REP_02,Diagnostics,16652.41,0.54,UK-OPP-00337,Upside,2025-07-09,GBP,2025-04-01
UK-REC-00338,2025-04-01,UK_REP_02,Vaccines,100117.43,0.74,UK-OPP-00338,Upside,2025-05-18,GBP,2025-04-01
UK-REC-00339,2025-04-02,UK_REP_04,Vaccines,75876.46,0.25,UK-OPP-00339,Pipeline,2025-07-09,GBP,2025-04-02
UK-REC-00340,2025-04-03,UK_REP_02,Therapeutics,98866.4,0.73,UK-OPP-00340,Upside,2025-07-12,GBP,2025-04-03
UK-REC-00341,2025-04-06,UK_REP_03,Devices,114226.98,0.37,UK-OPP-00341,Pipeline,2025-07-05,GBP,2025-04-06
UK-REC-00342,2025-04-11,UK_REP_04,Diagnostics,19358.74,1.0,UK-OPP-00342,Closed Won,2025-07-16,GBP,2025-04-11
UK-REC-00343,2025-04-12,UK_REP_04,Therapeutics,61258.8,0.72,UK-OPP-00343,Upside,2025-06-28,GBP,2025-04-12
UK-REC-00344,2025-04-14,UK_REP_04,Therapeutics,13545.65,0.58,UK-OPP-00344,Upside,2025-07-17,GBP,2025-04-14
UK-REC-00345,2025-04-15,UK_REP_02,Vaccines,16414.79,0.68,UK-OPP-00345,Upside,2025-07-20,GBP,2025-04-15
UK-REC-00346,2025-04-15,UK_REP_02,Therapeutics,14185.86,0.72,UK-OPP-00346,Upside,2025-06-07,GBP,2025-04-15
UK-REC-00347,2025-04-16,UK_REP_02,Vaccines,38269.74,0.95,UK-OPP-00347,Commit,2025-05-25,GBP,2025-04-16
UK-REC-00348,2025-04-16,UK_REP_03,Therapeutics,97527.5,0.23,UK-OPP-00348,Pipeline,2025-05-22,GBP,2025-04-16
UK-REC-00349,2025-04-17,UK_REP_01,Vaccines,103378.63,0.75,UK-OPP-00349,Upside,2025-07-01,GBP,2025-04-17
UK-REC-00350,2025-04-18,UK_REP_01,Diagnostics,113650.27,0.92,UK-OPP-00350,Commit,2025-08-10,GBP,2025-04-18
UK-REC-00351,2025-04-18,UK_REP_03,Therapeutics,31098.0,1.0,UK-OPP-00351,Closed Won,2025-07-05,GBP,2025-04-18
UK-REC-00352,2025-04-23,UK_REP_01,Vaccines,102016.78,0.0,UK-OPP-00352,Closed Lost,2025-06-20,GBP,2025-04-23
UK-REC-00353,2025-04-23,UK_REP_04,Therapeutics,111526.21,1.0,UK-OPP-00353,Closed Won,2025-07-07,GBP,2025-04-23
UK-REC-00354,2025-04-24,UK_REP_03,Devices,51952.05,0.39,UK-OPP-00354,Pipeline,2025-08-22,GBP,2025-04-24
UK-REC-00355,2025-04-25,UK_REP_04,Diagnostics,73580.76,0.81,UK-OPP-00355,Commit,2025-06-18,GBP,2025-04-25
UK-REC-00356,2025-04-25,UK_REP_02,Devices,112373.3,0.88,UK-OPP-00356,Commit,2025-07-19,GBP,2025-04-25
UK-REC-00357,2025-05-04,UK_REP_03,Therapeutics,9912.3,0.91,UK-OPP-00357,Commit,2025-07-01,GBP,2025-05-04
UK-REC-00358,2025-05-05,UK_REP_01,Diagnostics,99297.51,1.0,UK-OPP-00358,Closed Won,2025-06-28,GBP,2025-05-05
UK-REC-00359,2025-05-08,UK_REP_02,Vaccines,77796.16,1.0,UK-OPP-00359,Closed Won,2025-07-18,GBP,2025-05-08
UK-REC-00360,2025-05-08,UK_REP_04,Therapeutics,43703.17,0.91,UK-OPP-00360,Commit,2025-08-31,GBP,2025-05-08
UK-REC-00361,2025-05-10,UK_REP_04,Devices,22543.1,0.44,UK-OPP-00361,Pipeline,2025-08-17,GBP,2025-05-10
UK-REC-00362,2025-05-13,UK_REP_01,Devices,20568.15,0.66,UK-OPP-00362,Upside,2025-08-18,GBP,2025-05-13
UK-REC-00363,2025-05-14,UK_REP_04,Vaccines,104071.2,0.34,UK-OPP-00363,Pipeline,2025-06-23,GBP,2025-05-14
UK-REC-00364,2025-05-16,UK_REP_01,Therapeutics,100544.88,0.0,UK-OPP-00364,Closed Lost,2025-07-14,GBP,2025-05-16
UK-REC-00365,2025-05-16,UK_REP_04,Devices,38934.2,1.0,UK-OPP-00365,Closed Won,2025-07-11,GBP,2025-05-16
UK-REC-00366,2025-05-24,UK_REP_03,Therapeutics,13608.11,0.59,UK-OPP-00366,Upside,2025-07-15,GBP,2025-05-24
UK-REC-00367,2025-05-24,UK_REP_01,Devices,16672.39,0.0,UK-OPP-00367,Closed Lost,2025-06-29,GBP,2025-05-24
UK-REC-00368,2025-06-07,UK_REP_03,Diagnostics,31680.71,0.67,UK-OPP-00368,Upside,2025-08-13,GBP,2025-06-07
UK-REC-00369,2025-06-15,UK_REP_02,Therapeutics,22156.36,1.0,UK-OPP-00369,Closed Won,2025-09-08,GBP,2025-06-15
UK-REC-00370,2025-06-16,UK_REP_04,Devices,86068.81,0.36,UK-OPP-00370,Pipeline,2025-07-19,GBP,2025-06-16
UK-REC-00371,2025-06-20,UK_REP_02,Vaccines,106246.02,0.9,UK-OPP-00371,Commit,2025-08-24,GBP,2025-06-20
UK-REC-00372,2025-06-24,UK_REP_01,Therapeutics,10964.28,0.13,UK-OPP-00372,Pipeline,2025-10-19,GBP,2025-06-24
UK-REC-00373,2025-06-26,UK_REP_01,Therapeutics,107905.65,0.26,UK-OPP-00373,Pipeline,2025-10-04,GBP,2025-06-26
UK-REC-00374,2025-06-30,UK_REP_03,Devices,80949.13,0.85,UK-OPP-00374,Commit,2025-09-20,GBP,2025-06-30
UK-REC-00375,2025-07-04,UK_REP_04,Diagnostics,37758.07,0.3,UK-OPP-00375,Pipeline,2025-10-08,GBP,2025-07-04
UK-REC-00376,2025-07-06,UK_REP_04,Vaccines,46740.95,0.29,UK-OPP-00376,Pipeline,2025-10-10,GBP,2025-07-06
UK-REC-00377,2025-07-09,UK_REP_03,Diagnostics,72611.89,0.17,UK-OPP-00377,Pipeline,2025-09-16,GBP,2025-07-09
UK-REC-00378,2025-07-14,UK_REP_02,Diagnostics,35221.58,0.9,UK-OPP-00378,Commit,2025-08-22,GBP,2025-07-14
UK-REC-00379,2025-07-14,UK_REP_02,Therapeutics,48300.51,0.0,UK-OPP-00379,Closed Lost,2025-10-09,GBP,2025-07-14
UK-REC-00380,2025-07-15,UK_REP_02,Devices,86245.12,0.41,UK-OPP-00380,Pipeline,2025-08-19,GBP,2025-07-15
UK-REC-00381,2025-07-15,UK_REP_04,Therapeutics,113249.1,0.61,UK-OPP-00381,Upside,2025-11-02,GBP,2025-07-15
UK-REC-00382,2025-07-16,UK_REP_01,Devices,102520.72,1.0,UK-OPP-00382,Closed Won,2025-10-30,GBP,2025-07-16
UK-REC-00383,2025-07-20,UK_REP_03,Diagnostics,59571.04,1.0,UK-OPP-00383,Closed Won,2025-10-21,GBP,2025-07-20
UK-REC-00384,2025-07-20,UK_REP_03,Diagnostics,35359.72,0.0,UK-OPP-00384,Closed Lost,2025-10-27,GBP,2025-07-20
UK-REC-00385,2025-07-23,UK_REP_01,Therapeutics,101196.09,0.44,UK-OPP-00385,Pipeline,2025-08-26,GBP,2025-07-23
